,order_id,customer_state,customer_city,order_status,product_category_name,price,geolocation_city,geolocation_state,order_approved_at
13,e481f51cbdc54678b7cc49136f2d6af7,SP,sao paulo,delivered,utilidades_domesticas,29.99,sao paulo,SP,2017-10-02 11:07:15
14,e481f51cbdc54678b7cc49136f2d6af7,SP,sao paulo,delivered,utilidades_domesticas,29.99,sao paulo,SP,2017-10-02 11:07:15
15,e481f51cbdc54678b7cc49136f2d6af7,SP,sao paulo,delivered,utilidades_domesticas,29.99,sao paulo,SP,2017-10-02 11:07:15
16,e481f51cbdc54678b7cc49136f2d6af7,SP,sao paulo,delivered,utilidades_domesticas,29.99,sao paulo,SP,2017-10-02 11:07:15
17,e481f51cbdc54678b7cc49136f2d6af7,SP,sao paulo,delivered,utilidades_domesticas,29.99,sao paulo,SP,2017-10-02 11:07:15
18,e481f51cbdc54678b7cc49136f2d6af7,SP,sao paulo,delivered,utilidades_domesticas,29.99,sao paulo,SP,2017-10-02 11:07:15
19,e481f51cbdc54678b7cc49136f2d6af7,SP,sao paulo,delivered,utilidades_domesticas,29.99,sao paulo,SP,2017-10-02 11:07:15
20,e481f51cbdc54678b7cc49136f2d6af7,SP,sao paulo,delivered,utilidades_domesticas,29.99,sao paulo,SP,2017-10-02 11:07:15
21,e481f51cbdc54678b7cc49136f2d6af7,SP,sao paulo,delivered,utilidades_domesticas,29.99,são paulo,SP,2017-10-02 11:07:15
22,e481f51cbdc54678b7cc49136f2d6af7,SP,sao paulo,delivered,utilidades_domesticas,29.99,são paulo,SP,2017-10-02 11:07:15
23,e481f51cbdc54678b7cc49136f2d6af7,SP,sao paulo,delivered,utilidades_domesticas,29.99,são paulo,SP,2017-10-02 11:07:15
24,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
25,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
26,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
27,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
28,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
29,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
30,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
31,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
32,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
33,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
34,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
35,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
36,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
37,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
38,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
39,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
40,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
41,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
42,53cdb2fc8bc7dce0b6741e2150273451,BA,barreiras,delivered,perfumaria,118.7,barreiras,BA,2018-07-26 03:24:27
43,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
44,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
45,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
46,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
47,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
48,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
49,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
50,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
51,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
52,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
53,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
54,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
55,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
56,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
57,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
58,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
59,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
60,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
61,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianopolis,GO,2018-08-08 08:55:23
62,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianópolis,GO,2018-08-08 08:55:23
63,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianópolis,GO,2018-08-08 08:55:23
64,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianópolis,GO,2018-08-08 08:55:23
65,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianópolis,GO,2018-08-08 08:55:23
66,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianópolis,GO,2018-08-08 08:55:23
67,47770eb9100c2d0c44946d9cf07ec65d,GO,vianopolis,delivered,automotivo,159.9,vianópolis,GO,2018-08-08 08:55:23
68,949d5b44dbf5de918fe9c16f97b45f8a,RN,sao goncalo do amarante,delivered,pet_shop,45.0,sao goncalo do amarante,RN,2017-11-18 19:45:59
69,949d5b44dbf5de918fe9c16f97b45f8a,RN,sao goncalo do amarante,delivered,pet_shop,45.0,sao goncalo do amarante,RN,2017-11-18 19:45:59
70,949d5b44dbf5de918fe9c16f97b45f8a,RN,sao goncalo do amarante,delivered,pet_shop,45.0,sao goncalo do amarante,RN,2017-11-18 19:45:59
71,949d5b44dbf5de918fe9c16f97b45f8a,RN,sao goncalo do amarante,delivered,pet_shop,45.0,sao goncalo do amarante,RN,2017-11-18 19:45:59
72,949d5b44dbf5de918fe9c16f97b45f8a,RN,sao goncalo do amarante,delivered,pet_shop,45.0,sao goncalo do amarante,RN,2017-11-18 19:45:59
73,949d5b44dbf5de918fe9c16f97b45f8a,RN,sao goncalo do amarante,delivered,pet_shop,45.0,sao goncalo do amarante,RN,2017-11-18 19:45:59
74,949d5b44dbf5de918fe9c16f97b45f8a,RN,sao goncalo do amarante,delivered,pet_shop,45.0,sao goncalo do amarante,RN,2017-11-18 19:45:59
75,949d5b44dbf5de918fe9c16f97b45f8a,RN,sao goncalo do amarante,delivered,pet_shop,45.0,sao goncalo do amarante,RN,2017-11-18 19:45:59
76,949d5b44dbf5de918fe9c16f97b45f8a,RN,sao goncalo do amarante,delivered,pet_shop,45.0,sao goncalo do amarante,RN,2017-11-18 19:45:59
77,949d5b44dbf5de918fe9c16f97b45f8a,RN,sao goncalo do amarante,delivered,pet_shop,45.0,sao goncalo do amarante,RN,2017-11-18 19:45:59
78,949d5b44dbf5de918fe9c16f97b45f8a,RN,sao goncalo do amarante,delivered,pet_shop,45.0,sao goncalo do amarante,RN,2017-11-18 19:45:59
79,949d5b44dbf5de918fe9c16f97b45f8a,RN,sao goncalo do amarante,delivered,pet_shop,45.0,sao goncalo do amarante,RN,2017-11-18 19:45:59
